uniqueIdentifier,amount,date,bankName
BNI5586,-121451,2024-01-13,BNI
Mandiri5587,-132529,2024-01-02,Mandiri
Mandiri5588,-125713,2024-01-24,Mandiri
Mandiri5589,126679,2024-01-08,Mandiri
BRI5590,107510,2024-01-07,BRI
BRI5591,-110068,2024-01-07,BRI
Mandiri5592,-113568,2024-01-12,Mandiri
BCA5593,-127531,2024-01-03,BCA
BCA5594,-100426,2024-01-25,BCA
BNI5595,-108738,2024-01-22,BNI
Mandiri5596,-104359,2024-01-10,Mandiri
BCA5597,-120215,2024-01-06,BCA
BCA5598,-128111,2024-01-12,BCA
BNI5599,-117751,2024-01-16,BNI
BCA5600,130402,2024-01-04,BCA
BCA5601,-117436,2024-01-19,BCA
BRI5602,113485,2024-01-15,BRI
BRI5603,119109,2024-01-09,BRI
BRI5604,121656,2024-01-07,BRI
BCA5605,-117669,2024-01-25,BCA
Mandiri5606,-116664,2024-01-16,Mandiri
BNI5607,-107282,2024-01-11,BNI
BCA5608,114729,2024-01-11,BCA
BRI5609,-132231,2024-01-15,BRI
BRI5610,110134,2024-01-14,BRI
BRI5611,-129553,2024-01-29,BRI
BRI5612,-117239,2024-01-03,BRI
BNI5613,128060,2024-01-10,BNI
BNI5614,-117393,2024-01-14,BNI
BCA5615,116642,2024-01-23,BCA
Mandiri5616,122134,2024-01-01,Mandiri
Mandiri5617,106368,2024-01-24,Mandiri
BRI5618,120096,2024-01-02,BRI
BCA5619,108777,2024-01-21,BCA
BRI5620,-127572,2024-01-19,BRI
Mandiri5621,127720,2024-01-22,Mandiri
Mandiri5622,105428,2024-01-18,Mandiri
BNI5623,122543,2024-01-03,BNI
BRI5624,132680,2024-01-27,BRI
Mandiri5625,-110502,2024-01-30,Mandiri
Mandiri5626,117508,2024-01-07,Mandiri
BNI5627,132603,2024-01-20,BNI
BCA5628,128635,2024-01-22,BCA
Mandiri5629,-130814,2024-01-23,Mandiri
BCA5630,127480,2024-01-03,BCA
BNI5631,-101743,2024-01-30,BNI
BRI5632,120919,2024-01-11,BRI
Mandiri5633,100486,2024-01-20,Mandiri
BCA5634,-110390,2024-01-07,BCA
BCA5635,-107363,2024-01-21,BCA
Mandiri5636,-103890,2024-01-23,Mandiri
BRI5637,-108320,2024-01-03,BRI
Mandiri5638,-110734,2024-01-21,Mandiri
BCA5639,-104642,2024-01-15,BCA
BRI5640,121817,2024-01-03,BRI
BNI5641,-104632,2024-01-13,BNI
BNI5642,127718,2024-01-04,BNI
Mandiri5643,128166,2024-01-05,Mandiri
Mandiri5644,108157,2024-01-17,Mandiri
BNI5645,115900,2024-01-01,BNI
BRI5646,-126406,2024-01-22,BRI
BNI5647,111797,2024-01-18,BNI
BCA5648,-128735,2024-01-13,BCA
BCA5649,128351,2024-01-31,BCA
BNI5650,104098,2024-01-03,BNI
BNI5651,-128569,2024-01-07,BNI
BRI5652,-130779,2024-01-14,BRI
BNI5653,106380,2024-01-15,BNI
BCA5654,-124905,2024-01-27,BCA
BRI5655,132097,2024-01-16,BRI
BCA5656,118390,2024-01-26,BCA
BNI5657,-103850,2024-01-09,BNI
Mandiri5658,120784,2024-01-14,Mandiri
BCA5659,-132346,2024-01-18,BCA
BRI5660,118536,2024-01-26,BRI
BRI5661,-114965,2024-01-06,BRI
BRI5662,125662,2024-01-26,BRI
BRI5663,-116620,2024-01-16,BRI
BCA5664,-104489,2024-01-01,BCA
BCA5665,-114263,2024-01-02,BCA
BRI5666,118326,2024-01-07,BRI
Mandiri5667,124340,2024-01-15,Mandiri
BCA5668,125531,2024-01-04,BCA
BCA5669,129066,2024-01-22,BCA
BNI5670,107943,2024-01-24,BNI
BCA5671,-114149,2024-01-02,BCA
Mandiri5672,-121723,2024-01-04,Mandiri
BRI5673,105773,2024-01-22,BRI
Mandiri5674,129397,2024-01-12,Mandiri
Mandiri5675,-130206,2024-01-28,Mandiri
BNI5676,-131304,2024-01-01,BNI
BNI5677,101480,2024-01-12,BNI
BRI5678,-126947,2024-01-20,BRI
Mandiri5679,-111305,2024-01-18,Mandiri
Mandiri5680,-107376,2024-01-22,Mandiri
Mandiri5681,103552,2024-01-21,Mandiri
BNI5682,-114311,2024-01-09,BNI
BCA5683,111834,2024-01-23,BCA
BCA5684,116989,2024-01-04,BCA
BCA5685,106937,2024-01-28,BCA
BCA5686,130893,2024-01-19,BCA
BCA5687,114339,2024-01-13,BCA
BNI5688,-106499,2024-01-16,BNI
BCA5689,-112303,2024-01-03,BCA
BCA5690,-120134,2024-01-31,BCA
BCA5691,-104439,2024-01-18,BCA
Mandiri5692,104615,2024-01-03,Mandiri
BRI5693,-117715,2024-01-02,BRI
Mandiri5694,101689,2024-01-03,Mandiri
Mandiri5695,112134,2024-01-28,Mandiri
BRI5696,-112559,2024-01-06,BRI
Mandiri5697,-127399,2024-01-31,Mandiri
BRI5698,-108007,2024-01-04,BRI
BNI5699,103794,2024-01-14,BNI
BCA5700,126764,2024-01-29,BCA
BNI5701,-119225,2024-01-06,BNI
BRI5702,125979,2024-01-26,BRI
BRI5703,117043,2024-01-15,BRI
BCA5704,100584,2024-01-06,BCA
BCA5705,-125535,2024-01-10,BCA
BRI5706,104057,2024-01-28,BRI
BRI5707,-129583,2024-01-19,BRI
BNI5708,126608,2024-01-29,BNI
Mandiri5709,106807,2024-01-20,Mandiri
Mandiri5710,101634,2024-01-20,Mandiri
BCA5711,119703,2024-01-15,BCA
Mandiri5712,-121761,2024-01-24,Mandiri
BCA5713,100444,2024-01-12,BCA
BCA5714,-116841,2024-01-04,BCA
BNI5715,-104450,2024-01-27,BNI
BNI5716,-115987,2024-01-23,BNI
BCA5717,127592,2024-01-25,BCA
Mandiri5718,128279,2024-01-09,Mandiri
BCA5719,-121675,2024-01-20,BCA
BRI5720,131782,2024-01-25,BRI
BNI5721,110893,2024-01-12,BNI
BCA5722,-116223,2024-01-19,BCA
BNI5723,-105771,2024-01-09,BNI
BNI5724,-100015,2024-01-28,BNI
BRI5725,-105265,2024-01-15,BRI
Mandiri5726,-107297,2024-01-06,Mandiri
BCA5727,114837,2024-01-02,BCA
Mandiri5728,110017,2024-01-21,Mandiri
Mandiri5729,111598,2024-01-13,Mandiri
Mandiri5730,-106463,2024-01-29,Mandiri
BRI5731,105427,2024-01-04,BRI
BNI5732,-128668,2024-01-24,BNI
BNI5733,103110,2024-01-19,BNI
Mandiri5734,124163,2024-01-25,Mandiri
Mandiri5735,-105828,2024-01-10,Mandiri
BRI5736,-109048,2024-01-16,BRI
Mandiri5737,124102,2024-01-07,Mandiri
Mandiri5738,-129675,2024-01-23,Mandiri
BNI5739,-115090,2024-01-07,BNI
BNI5740,-114894,2024-01-28,BNI
BCA5741,-107810,2024-01-17,BCA
BNI5742,-105786,2024-01-31,BNI
Mandiri5743,120022,2024-01-04,Mandiri
BRI5744,-103499,2024-01-10,BRI
BNI5745,-125035,2024-01-18,BNI
BCA5746,-101342,2024-01-11,BCA
BCA5747,114411,2024-01-27,BCA
Mandiri5748,107380,2024-01-18,Mandiri
BNI5749,120465,2024-01-11,BNI
BNI5750,129121,2024-01-12,BNI
BNI5751,-119475,2024-01-07,BNI
Mandiri5752,129688,2024-01-15,Mandiri
BCA5753,-110491,2024-01-27,BCA
BRI5754,-100497,2024-01-19,BRI
BNI5755,-122572,2024-01-31,BNI
BNI5756,100473,2024-01-01,BNI
BRI5757,128807,2024-01-21,BRI
Mandiri5758,103086,2024-01-16,Mandiri
BCA5759,129777,2024-01-24,BCA
Mandiri5760,126264,2024-01-27,Mandiri
BRI5761,107171,2024-01-08,BRI
Mandiri5762,131512,2024-01-06,Mandiri
BCA5763,-118289,2024-01-15,BCA
Mandiri5764,-102148,2024-01-19,Mandiri
BRI5765,-124488,2024-01-06,BRI
BCA5766,101749,2024-01-21,BCA
BNI5767,117040,2024-01-01,BNI
BNI5768,-131202,2024-01-06,BNI
BNI5769,130266,2024-01-01,BNI
BRI5770,-111171,2024-01-14,BRI
BCA5771,103168,2024-01-07,BCA
Mandiri5772,132346,2024-01-25,Mandiri
BNI5773,-132640,2024-01-03,BNI
Mandiri5774,-103586,2024-01-02,Mandiri
BNI5775,106558,2024-01-15,BNI
BNI5776,-114245,2024-01-17,BNI
BRI5777,120868,2024-01-17,BRI
BNI5778,-113791,2024-01-08,BNI
BNI5779,111820,2024-01-17,BNI
Mandiri5780,118904,2024-01-08,Mandiri
BCA5781,122667,2024-01-29,BCA
BCA5782,-119873,2024-01-10,BCA
BCA5783,-117138,2024-01-10,BCA
BCA5784,-100176,2024-01-27,BCA
BRI5785,125042,2024-01-05,BRI
Mandiri5786,-120725,2024-01-25,Mandiri
BCA5787,103188,2024-01-15,BCA
Mandiri5788,-117084,2024-01-15,Mandiri
Mandiri5789,127917,2024-01-12,Mandiri
BNI5790,-122360,2024-01-08,BNI
Mandiri5791,107730,2024-01-04,Mandiri
BRI5792,-124140,2024-01-31,BRI
BCA5793,-124735,2024-01-06,BCA
BNI5794,126216,2024-01-31,BNI
Mandiri5795,-126307,2024-01-03,Mandiri
Mandiri5796,-131771,2024-01-17,Mandiri
Mandiri5797,-115512,2024-01-19,Mandiri
BRI5798,130697,2024-01-12,BRI
BNI5799,-100176,2024-01-10,BNI
Mandiri5800,-117342,2024-01-28,Mandiri
BCA5801,-110354,2024-01-09,BCA
Mandiri5802,108089,2024-01-31,Mandiri
BCA5803,-105136,2024-01-26,BCA
BRI5804,-132202,2024-01-20,BRI
BCA5805,-130603,2024-01-18,BCA
BRI5806,-131923,2024-01-05,BRI
Mandiri5807,-117639,2024-01-21,Mandiri
BCA5808,116328,2024-01-19,BCA
BNI5809,-100096,2024-01-12,BNI
Mandiri5810,-125412,2024-01-20,Mandiri
BCA5811,-127197,2024-01-08,BCA
BRI5812,-128120,2024-01-14,BRI
BCA5813,125231,2024-01-15,BCA
BRI5814,126929,2024-01-17,BRI
BCA5815,102560,2024-01-02,BCA
BNI5816,-107718,2024-01-04,BNI
BNI5817,-106026,2024-01-23,BNI
BCA5818,-117155,2024-01-13,BCA
BCA5819,-121914,2024-01-06,BCA
BCA5820,110768,2024-01-12,BCA
BCA5821,127162,2024-01-21,BCA
BRI5822,107287,2024-01-25,BRI
BRI5823,-109041,2024-01-06,BRI
BRI5824,-130996,2024-01-31,BRI
BRI5825,-112441,2024-01-22,BRI
Mandiri5826,-122728,2024-01-24,Mandiri
BNI5827,108290,2024-01-07,BNI
BNI5828,120858,2024-01-31,BNI
Mandiri5829,126094,2024-01-27,Mandiri
BRI5830,-126297,2024-01-23,BRI
Mandiri5831,-114298,2024-01-30,Mandiri
Mandiri5832,-115045,2024-01-06,Mandiri
BRI5833,-132071,2024-01-10,BRI
BNI5834,-105221,2024-01-28,BNI
BNI5835,-127194,2024-01-24,BNI
BCA5836,115833,2024-01-23,BCA
Mandiri5837,103225,2024-01-24,Mandiri
BCA5838,103782,2024-01-17,BCA
BCA5839,104553,2024-01-23,BCA
Mandiri5840,-103819,2024-01-09,Mandiri
BRI5841,110711,2024-01-31,BRI
BNI5842,130982,2024-01-19,BNI
BNI5843,120407,2024-01-03,BNI
Mandiri5844,127948,2024-01-02,Mandiri
BNI5845,105876,2024-01-02,BNI
BNI5846,118311,2024-01-11,BNI
BRI5847,-107670,2024-01-26,BRI
BCA5848,117459,2024-01-02,BCA
BNI5849,106298,2024-01-29,BNI
BNI5850,119122,2024-01-05,BNI
Mandiri5851,-116854,2024-01-05,Mandiri
BNI5852,123342,2024-01-04,BNI
Mandiri5853,-105031,2024-01-26,Mandiri
BNI5854,-105507,2024-01-10,BNI
BNI5855,-107013,2024-01-06,BNI
Mandiri5856,-107624,2024-01-16,Mandiri
Mandiri5857,119818,2024-01-07,Mandiri
BNI5858,111216,2024-01-15,BNI
BRI5859,103460,2024-01-21,BRI
BCA5860,119160,2024-01-14,BCA
BNI5861,-127297,2024-01-07,BNI
BRI5862,109308,2024-01-21,BRI
BRI5863,131432,2024-01-24,BRI
BCA5864,-105326,2024-01-07,BCA
BNI5865,102353,2024-01-14,BNI
BRI5866,110911,2024-01-03,BRI
Mandiri5867,-104886,2024-01-09,Mandiri
BCA5868,-132732,2024-01-18,BCA
Mandiri5869,-104258,2024-01-21,Mandiri
BCA5870,-103153,2024-01-11,BCA
BCA5871,128156,2024-01-01,BCA
BRI5872,-102534,2024-01-01,BRI
BRI5873,-105473,2024-01-09,BRI
Mandiri5874,116059,2024-01-31,Mandiri
BCA5875,-111728,2024-01-18,BCA
Mandiri5876,126666,2024-01-12,Mandiri
Mandiri5877,-127316,2024-01-07,Mandiri
BNI5878,101980,2024-01-06,BNI
BNI5879,-110122,2024-01-30,BNI
BRI5880,-126287,2024-01-06,BRI
BNI5881,-116251,2024-01-25,BNI
BCA5882,113980,2024-01-06,BCA
Mandiri5883,-119297,2024-01-02,Mandiri
BRI5884,113678,2024-01-10,BRI
BRI5885,125003,2024-01-19,BRI
BCA5886,-106292,2024-01-03,BCA
BNI5887,-118982,2024-01-13,BNI
BNI5888,112097,2024-01-27,BNI
Mandiri5889,101162,2024-01-31,Mandiri
Mandiri5890,105400,2024-01-18,Mandiri
BCA5891,-113155,2024-01-26,BCA
BCA5892,126253,2024-01-24,BCA
Mandiri5893,109642,2024-01-15,Mandiri
Mandiri5894,-107658,2024-01-01,Mandiri
BRI5895,-102098,2024-01-21,BRI
BCA5896,100945,2024-01-28,BCA
Mandiri5897,127815,2024-01-21,Mandiri
BCA5898,-124286,2024-01-30,BCA
BRI5899,-132477,2024-01-12,BRI
BCA5900,-116685,2024-01-28,BCA
Mandiri5901,-108608,2024-01-22,Mandiri
BNI5902,-122893,2024-01-27,BNI
Mandiri5903,-129497,2024-01-26,Mandiri
BCA5904,104498,2024-01-03,BCA
Mandiri5905,105749,2024-01-27,Mandiri
Mandiri5906,122524,2024-01-27,Mandiri
BNI5907,-116322,2024-01-30,BNI
BNI5908,-115148,2024-01-23,BNI
BNI5909,-107877,2024-01-25,BNI
BRI5910,125832,2024-01-09,BRI
BRI5911,131606,2024-01-30,BRI
BNI5912,130065,2024-01-27,BNI
BRI5913,129348,2024-01-13,BRI
Mandiri5914,112632,2024-01-06,Mandiri
BNI5915,122641,2024-01-02,BNI
BRI5916,-121542,2024-01-25,BRI
BRI5917,106175,2024-01-05,BRI
Mandiri5918,-106081,2024-01-07,Mandiri
BNI5919,108012,2024-01-07,BNI
BCA5920,-103158,2024-01-06,BCA
BRI5921,-112145,2024-01-02,BRI
Mandiri5922,-109784,2024-01-30,Mandiri
Mandiri5923,100822,2024-01-22,Mandiri
BCA5924,-124306,2024-01-29,BCA
Mandiri5925,115873,2024-01-16,Mandiri
BRI5926,123675,2024-01-16,BRI
BRI5927,-119150,2024-01-23,BRI
BCA5928,113639,2024-01-26,BCA
Mandiri5929,121538,2024-01-29,Mandiri
BCA5930,-102492,2024-01-14,BCA
BNI5931,102501,2024-01-18,BNI
BNI5932,-115140,2024-01-20,BNI
BCA5933,110633,2024-01-17,BCA
BRI5934,-130258,2024-01-07,BRI
BCA5935,126423,2024-01-18,BCA
BRI5936,100711,2024-01-13,BRI
BNI5937,103212,2024-01-07,BNI
BRI5938,117505,2024-01-27,BRI
BCA5939,-111460,2024-01-01,BCA
Mandiri5940,132394,2024-01-24,Mandiri
BCA5941,116415,2024-01-01,BCA
BCA5942,113859,2024-01-29,BCA
BRI5943,-106769,2024-01-14,BRI
Mandiri5944,-123633,2024-01-02,Mandiri
BCA5945,-109359,2024-01-16,BCA
BNI5946,-116766,2024-01-09,BNI
BNI5947,-115168,2024-01-31,BNI
BNI5948,-103761,2024-01-20,BNI
BRI5949,-118171,2024-01-23,BRI
BCA5950,-108484,2024-01-28,BCA
BCA5951,113968,2024-01-03,BCA
Mandiri5952,104063,2024-01-07,Mandiri
BCA5953,-113206,2024-01-11,BCA
BRI5954,-119656,2024-01-29,BRI
Mandiri5955,-123093,2024-01-26,Mandiri
BNI5956,-110847,2024-01-04,BNI
BRI5957,-109886,2024-01-25,BRI
BNI5958,-101318,2024-01-30,BNI
BNI5959,-122869,2024-01-04,BNI
BCA5960,-121352,2024-01-15,BCA
Mandiri5961,130746,2024-01-28,Mandiri
BCA5962,-124528,2024-01-27,BCA
BCA5963,-131752,2024-01-29,BCA
BCA5964,125368,2024-01-29,BCA
BRI5965,-124149,2024-01-11,BRI
BRI5966,-132441,2024-01-18,BRI
BRI5967,115278,2024-01-26,BRI
BCA5968,-113915,2024-01-19,BCA
Mandiri5969,-125374,2024-01-21,Mandiri
BRI5970,124450,2024-01-03,BRI
Mandiri5971,102062,2024-01-03,Mandiri
BCA5972,101691,2024-01-11,BCA
BRI5973,110172,2024-01-12,BRI
BNI5974,128294,2024-01-13,BNI
BNI5975,112595,2024-01-02,BNI
BCA5976,-100807,2024-01-13,BCA
Mandiri5977,-121426,2024-01-27,Mandiri
BRI5978,118853,2024-01-03,BRI
BRI5979,-112805,2024-01-08,BRI
BCA5980,130820,2024-01-02,BCA
BRI5981,118999,2024-01-05,BRI
BNI5982,-124275,2024-01-07,BNI
BRI5983,122441,2024-01-21,BRI
BCA5984,-104277,2024-01-16,BCA
BCA5985,-100626,2024-01-19,BCA
BNI5986,121088,2024-01-12,BNI
BNI5987,-100408,2024-01-15,BNI
Mandiri5988,-131531,2024-01-27,Mandiri
BNI5989,-107800,2024-01-01,BNI
Mandiri5990,122789,2024-01-03,Mandiri
BRI5991,130336,2024-01-29,BRI
Mandiri5992,-101003,2024-01-24,Mandiri
BNI5993,-107430,2024-01-09,BNI
BCA5994,-129105,2024-01-03,BCA
BRI5995,-102525,2024-01-06,BRI
Mandiri5996,127233,2024-01-06,Mandiri
Mandiri5997,-116894,2024-01-16,Mandiri
Mandiri5998,-111032,2024-01-30,Mandiri
BRI5999,103670,2024-01-06,BRI
BRI6000,-100297,2024-01-03,BRI
BRI6001,-104514,2024-01-14,BRI
BCA6002,-124822,2024-01-04,BCA
BRI6003,-120696,2024-01-08,BRI
Mandiri6004,-125528,2024-01-15,Mandiri
BCA6005,-131378,2024-01-25,BCA
Mandiri6006,-107463,2024-01-29,Mandiri
BCA6007,-106260,2024-01-18,BCA
BCA6008,-119917,2024-01-12,BCA
BRI6009,102693,2024-01-30,BRI
BCA6010,-102151,2024-01-18,BCA
BNI6011,-126360,2024-01-27,BNI
BNI6012,-124729,2024-01-18,BNI
BNI6013,-118890,2024-01-16,BNI
BRI6014,-105864,2024-01-09,BRI
BNI6015,130286,2024-01-17,BNI
BNI6016,-125008,2024-01-08,BNI
Mandiri6017,-106525,2024-01-14,Mandiri
BRI6018,-123704,2024-01-18,BRI
BRI6019,111927,2024-01-10,BRI
Mandiri6020,-116302,2024-01-24,Mandiri
BRI6021,112424,2024-01-08,BRI
Mandiri6022,113614,2024-01-18,Mandiri
BCA6023,-104358,2024-01-20,BCA
Mandiri6024,-126792,2024-01-17,Mandiri
BRI6025,104959,2024-01-14,BRI
BRI6026,-111257,2024-01-11,BRI
BCA6027,-121373,2024-01-18,BCA
BNI6028,-115960,2024-01-29,BNI
BRI6029,108826,2024-01-24,BRI
BNI6030,120328,2024-01-16,BNI
BCA6031,-110472,2024-01-11,BCA
BCA6032,113318,2024-01-28,BCA
BRI6033,-107057,2024-01-17,BRI
BRI6034,-123639,2024-01-01,BRI
BCA6035,129275,2024-01-31,BCA
BNI6036,-125144,2024-01-14,BNI
BNI6037,-110650,2024-01-14,BNI
BCA6038,-127935,2024-01-20,BCA
Mandiri6039,-121741,2024-01-26,Mandiri
BCA6040,-107192,2024-01-05,BCA
BNI6041,124450,2024-01-03,BNI
BCA6042,106235,2024-01-11,BCA
BCA6043,-128753,2024-01-13,BCA
BRI6044,-121160,2024-01-28,BRI
BCA6045,-114765,2024-01-08,BCA
BNI6046,111129,2024-01-04,BNI
BNI6047,-112857,2024-01-16,BNI
Mandiri6048,-120903,2024-01-13,Mandiri
BNI6049,-100558,2024-01-10,BNI
BNI6050,-127911,2024-01-10,BNI
BRI6051,100619,2024-01-25,BRI
BRI6052,108768,2024-01-23,BRI
Mandiri6053,113254,2024-01-25,Mandiri
BNI6054,104795,2024-01-03,BNI
BRI6055,-117311,2024-01-16,BRI
BNI6056,-108056,2024-01-10,BNI
Mandiri6057,-114237,2024-01-22,Mandiri
BNI6058,-122334,2024-01-13,BNI
BRI6059,125886,2024-01-03,BRI
Mandiri6060,102132,2024-01-03,Mandiri
BCA6061,-106594,2024-01-08,BCA
BNI6062,123489,2024-01-08,BNI
Mandiri6063,100282,2024-01-05,Mandiri
BCA6064,-107117,2024-01-28,BCA
Mandiri6065,-104195,2024-01-26,Mandiri
BCA6066,116700,2024-01-07,BCA
BNI6067,117358,2024-01-14,BNI
Mandiri6068,-102675,2024-01-24,Mandiri
BNI6069,129131,2024-01-29,BNI
Mandiri6070,109605,2024-01-23,Mandiri
Mandiri6071,-105972,2024-01-25,Mandiri
BRI6072,-118914,2024-01-17,BRI
BCA6073,-129983,2024-01-17,BCA
BCA6074,-128696,2024-01-12,BCA
BRI6075,120553,2024-01-02,BRI
BRI6076,-105608,2024-01-28,BRI
BNI6077,122999,2024-01-04,BNI
BCA6078,106816,2024-01-25,BCA
BCA6079,-122306,2024-01-13,BCA
BRI6080,111122,2024-01-21,BRI
BCA6081,-120990,2024-01-16,BCA
BRI6082,124903,2024-01-25,BRI
BRI6083,102635,2024-01-25,BRI
Mandiri6084,-102363,2024-01-28,Mandiri
BCA6085,119241,2024-01-16,BCA
BRI6086,101730,2024-01-12,BRI
Mandiri6087,121763,2024-01-05,Mandiri
BRI6088,116946,2024-01-09,BRI
BRI6089,129239,2024-01-06,BRI
Mandiri6090,-106170,2024-01-18,Mandiri
Mandiri6091,-114074,2024-01-05,Mandiri
BCA6092,111694,2024-01-19,BCA
BCA6093,103533,2024-01-12,BCA
BCA6094,-123610,2024-01-05,BCA
BCA6095,114502,2024-01-15,BCA
Mandiri6096,-100339,2024-01-18,Mandiri
BNI6097,-102959,2024-01-01,BNI
BNI6098,-123356,2024-01-23,BNI
BRI6099,-102153,2024-01-15,BRI
BNI6100,108386,2024-01-04,BNI
BRI6101,-123582,2024-01-05,BRI
Mandiri6102,-110611,2024-01-10,Mandiri
BCA6103,115459,2024-01-18,BCA
BRI6104,112035,2024-01-05,BRI
BCA6105,-131189,2024-01-10,BCA
BRI6106,-125143,2024-01-04,BRI
BCA6107,-129975,2024-01-19,BCA
BNI6108,111697,2024-01-24,BNI
BRI6109,-113890,2024-01-09,BRI
Mandiri6110,-132371,2024-01-08,Mandiri
BNI6111,-123743,2024-01-07,BNI
BRI6112,113802,2024-01-13,BRI
Mandiri6113,-110853,2024-01-05,Mandiri
Mandiri6114,129423,2024-01-24,Mandiri
BCA6115,-116239,2024-01-29,BCA
Mandiri6116,105876,2024-01-16,Mandiri
Mandiri6117,126026,2024-01-12,Mandiri
BNI6118,116988,2024-01-28,BNI
BRI6119,-114315,2024-01-05,BRI
BCA6120,-126287,2024-01-13,BCA
Mandiri6121,-114246,2024-01-25,Mandiri
BRI6122,128451,2024-01-14,BRI
BCA6123,111591,2024-01-26,BCA
BNI6124,120413,2024-01-23,BNI
BCA6125,-112436,2024-01-31,BCA
Mandiri6126,130957,2024-01-07,Mandiri
BCA6127,-107491,2024-01-10,BCA
Mandiri6128,-110610,2024-01-06,Mandiri
Mandiri6129,-113454,2024-01-21,Mandiri
BNI6130,-120977,2024-01-31,BNI
Mandiri6131,128516,2024-01-11,Mandiri
BRI6132,-109596,2024-01-14,BRI
Mandiri6133,115755,2024-01-11,Mandiri
BRI6134,-130720,2024-01-16,BRI
Mandiri6135,-119665,2024-01-07,Mandiri
BCA6136,108017,2024-01-09,BCA
BRI6137,110267,2024-01-12,BRI
BRI6138,-107505,2024-01-16,BRI
BRI6139,-114578,2024-01-13,BRI
Mandiri6140,122876,2024-01-27,Mandiri
BCA6141,109956,2024-01-06,BCA
BCA6142,103339,2024-01-15,BCA
Mandiri6143,126314,2024-01-30,Mandiri
Mandiri6144,-113286,2024-01-22,Mandiri
Mandiri6145,-114554,2024-01-08,Mandiri
Mandiri6146,-114230,2024-01-12,Mandiri
BCA6147,-101807,2024-01-11,BCA
BNI6148,110693,2024-01-06,BNI
BRI6149,115936,2024-01-28,BRI
BCA6150,104770,2024-01-09,BCA
BRI6151,-102829,2024-01-04,BRI
Mandiri6152,-107878,2024-01-12,Mandiri
BCA6153,102146,2024-01-15,BCA
Mandiri6154,-114579,2024-01-08,Mandiri
Mandiri6155,106207,2024-01-27,Mandiri
BRI6156,119418,2024-01-30,BRI
BCA6157,100015,2024-01-06,BCA
Mandiri6158,-130193,2024-01-13,Mandiri
Mandiri6159,110409,2024-01-25,Mandiri
BRI6160,-121762,2024-01-23,BRI
BRI6161,116088,2024-01-07,BRI
BCA6162,110482,2024-01-28,BCA
BNI6163,-105111,2024-01-02,BNI
BNI6164,-121754,2024-01-29,BNI
Mandiri6165,114089,2024-01-06,Mandiri
Mandiri6166,111332,2024-01-11,Mandiri
BNI6167,132086,2024-01-01,BNI
BCA6168,-127303,2024-01-31,BCA
BRI6169,118026,2024-01-11,BRI
BNI6170,111260,2024-01-30,BNI
BCA6171,-125109,2024-01-15,BCA
BNI6172,-105185,2024-01-23,BNI
BCA6173,120405,2024-01-20,BCA
BRI6174,106273,2024-01-13,BRI
BNI6175,-117657,2024-01-25,BNI
Mandiri6176,-125663,2024-01-14,Mandiri
BRI6177,-114038,2024-01-18,BRI
BRI6178,-108406,2024-01-09,BRI
BCA6179,112899,2024-01-25,BCA
BCA6180,123557,2024-01-19,BCA
BRI6181,-123525,2024-01-25,BRI
BCA6182,-124746,2024-01-04,BCA
BNI6183,-106435,2024-01-28,BNI
BRI6184,130799,2024-01-17,BRI
BCA6185,128899,2024-01-25,BCA
BRI6186,111808,2024-01-19,BRI
BCA6187,-113337,2024-01-13,BCA
BRI6188,115196,2024-01-31,BRI
BRI6189,-117974,2024-01-14,BRI
BCA6190,-113150,2024-01-19,BCA
BNI6191,-100145,2024-01-02,BNI
BCA6192,116601,2024-01-26,BCA
BRI6193,127108,2024-01-26,BRI
BCA6194,116342,2024-01-27,BCA
BRI6195,-132090,2024-01-04,BRI
Mandiri6196,110131,2024-01-28,Mandiri
BRI6197,-113714,2024-01-17,BRI
BCA6198,132086,2024-01-27,BCA
BNI6199,-111947,2024-01-11,BNI
Mandiri6200,-123771,2024-01-29,Mandiri
BCA6201,110042,2024-01-28,BCA
BCA6202,129905,2024-01-10,BCA
BRI6203,108885,2024-01-11,BRI
BRI6204,105558,2024-01-07,BRI
BRI6205,-108367,2024-01-24,BRI
BRI6206,-103819,2024-01-29,BRI
BRI6207,-129446,2024-01-27,BRI
BRI6208,100460,2024-01-04,BRI
BRI6209,127089,2024-01-26,BRI
BNI6210,-131813,2024-01-17,BNI
Mandiri6211,-132420,2024-01-18,Mandiri
BCA6212,101037,2024-01-25,BCA
BCA6213,-104495,2024-01-07,BCA
BCA6214,112685,2024-01-27,BCA
BCA6215,122756,2024-01-13,BCA
Mandiri6216,132035,2024-01-30,Mandiri
BRI6217,-102464,2024-01-08,BRI
Mandiri6218,-125411,2024-01-19,Mandiri
Mandiri6219,-110510,2024-01-13,Mandiri
BNI6220,129595,2024-01-22,BNI
Mandiri6221,-106400,2024-01-21,Mandiri
Mandiri6222,111595,2024-01-22,Mandiri
Mandiri6223,130385,2024-01-12,Mandiri
BNI6224,109682,2024-01-30,BNI
BNI6225,-100299,2024-01-21,BNI
Mandiri6226,-121046,2024-01-22,Mandiri
BCA6227,-107878,2024-01-20,BCA
BNI6228,120896,2024-01-30,BNI
BNI6229,129211,2024-01-22,BNI
BCA6230,115952,2024-01-02,BCA
BCA6231,-128038,2024-01-18,BCA
Mandiri6232,-115813,2024-01-20,Mandiri
Mandiri6233,110499,2024-01-13,Mandiri
