trxID,amount,type,transactionTime
TRX005701,119225,DEBIT,2024-01-06T23:42:00
TRX005702,125979,CREDIT,2024-01-26T09:34:00
TRX005703,117043,CREDIT,2024-01-15T20:33:00
TRX005704,100584,CREDIT,2024-01-06T22:29:00
TRX005705,125535,DEBIT,2024-01-10T16:43:00
TRX005706,104057,CREDIT,2024-01-28T04:31:00
TRX005707,129583,DEBIT,2024-01-19T05:52:00
TRX005708,126608,CREDIT,2024-01-29T19:27:00
TRX005709,106807,CREDIT,2024-01-20T14:26:00
TRX005710,101634,CREDIT,2024-01-20T01:12:00
TRX005711,119703,CREDIT,2024-01-15T12:51:00
TRX005712,121761,DEBIT,2024-01-24T22:09:00
TRX005713,100444,CREDIT,2024-01-12T12:46:00
TRX005714,116841,DEBIT,2024-01-04T21:03:00
TRX005715,104450,DEBIT,2024-01-27T11:46:00
TRX005716,115987,DEBIT,2024-01-23T10:55:00
TRX005717,127592,CREDIT,2024-01-25T00:57:00
TRX005718,128279,CREDIT,2024-01-09T00:07:00
TRX005719,121675,DEBIT,2024-01-20T14:39:00
TRX005720,131782,CREDIT,2024-01-25T13:55:00
TRX005721,110893,CREDIT,2024-01-12T23:17:00
TRX005722,116223,DEBIT,2024-01-19T21:50:00
TRX005723,105771,DEBIT,2024-01-09T23:27:00
TRX005724,100015,DEBIT,2024-01-28T12:09:00
TRX005725,105265,DEBIT,2024-01-15T11:59:00
TRX005726,107297,DEBIT,2024-01-06T01:39:00
TRX005727,114837,CREDIT,2024-01-02T11:36:00
TRX005728,110017,CREDIT,2024-01-21T13:19:00
TRX005729,111598,CREDIT,2024-01-13T05:49:00
TRX005730,106463,DEBIT,2024-01-29T03:30:00
TRX005731,105427,CREDIT,2024-01-04T04:06:00
TRX005732,128668,DEBIT,2024-01-24T14:50:00
TRX005733,103110,CREDIT,2024-01-19T10:25:00
TRX005734,124163,CREDIT,2024-01-25T16:04:00
TRX005735,105828,DEBIT,2024-01-10T03:30:00
TRX005736,109048,DEBIT,2024-01-16T09:07:00
TRX005737,124102,CREDIT,2024-01-07T16:25:00
TRX005738,129675,DEBIT,2024-01-23T19:59:00
TRX005739,115090,DEBIT,2024-01-07T20:02:00
TRX005740,114894,DEBIT,2024-01-28T21:49:00
TRX005741,107810,DEBIT,2024-01-17T07:26:00
TRX005742,105786,DEBIT,2024-01-31T00:15:00
TRX005743,120022,CREDIT,2024-01-04T23:46:00
TRX005744,103499,DEBIT,2024-01-10T12:43:00
TRX005745,125035,DEBIT,2024-01-18T06:19:00
TRX005746,101342,DEBIT,2024-01-11T06:54:00
TRX005747,114411,CREDIT,2024-01-27T16:14:00
TRX005748,107380,CREDIT,2024-01-18T15:57:00
TRX005749,120465,CREDIT,2024-01-11T03:50:00
TRX005750,129121,CREDIT,2024-01-12T22:56:00
TRX005751,119475,DEBIT,2024-01-07T07:32:00
TRX005752,129688,CREDIT,2024-01-15T18:07:00
TRX005753,110491,DEBIT,2024-01-27T16:52:00
TRX005754,100497,DEBIT,2024-01-19T23:22:00
TRX005755,122572,DEBIT,2024-01-31T05:40:00
TRX005756,100473,CREDIT,2024-01-01T23:58:00
TRX005757,128807,CREDIT,2024-01-21T14:12:00
TRX005758,103086,CREDIT,2024-01-16T13:31:00
TRX005759,129777,CREDIT,2024-01-24T11:30:00
TRX005760,126264,CREDIT,2024-01-27T20:33:00
TRX005761,107171,CREDIT,2024-01-08T19:06:00
TRX005762,131512,CREDIT,2024-01-06T14:52:00
TRX005763,118289,DEBIT,2024-01-15T02:57:00
TRX005764,102148,DEBIT,2024-01-19T04:43:00
TRX005765,124488,DEBIT,2024-01-06T03:41:00
TRX005766,101749,CREDIT,2024-01-21T10:57:00
TRX005767,117040,CREDIT,2024-01-01T11:00:00
TRX005768,131202,DEBIT,2024-01-06T06:50:00
TRX005769,130266,CREDIT,2024-01-01T09:19:00
TRX005770,111171,DEBIT,2024-01-14T06:48:00
TRX005771,103168,CREDIT,2024-01-07T22:37:00
TRX005772,132346,CREDIT,2024-01-25T00:07:00
TRX005773,132640,DEBIT,2024-01-03T02:01:00
TRX005774,103586,DEBIT,2024-01-02T00:58:00
TRX005775,106558,CREDIT,2024-01-15T18:33:00
TRX005776,114245,DEBIT,2024-01-17T10:36:00
TRX005777,120868,CREDIT,2024-01-17T22:49:00
TRX005778,113791,DEBIT,2024-01-08T00:16:00
TRX005779,111820,CREDIT,2024-01-17T23:34:00
TRX005780,118904,CREDIT,2024-01-08T19:43:00
TRX005781,122667,CREDIT,2024-01-29T15:23:00
TRX005782,119873,DEBIT,2024-01-10T04:22:00
TRX005783,117138,DEBIT,2024-01-10T12:10:00
TRX005784,100176,DEBIT,2024-01-27T12:23:00
TRX005785,125042,CREDIT,2024-01-05T22:18:00
TRX005786,120725,DEBIT,2024-01-25T08:42:00
TRX005787,103188,CREDIT,2024-01-15T18:47:00
TRX005788,117084,DEBIT,2024-01-15T07:19:00
TRX005789,127917,CREDIT,2024-01-12T00:35:00
TRX005790,122360,DEBIT,2024-01-08T07:15:00
TRX005791,107730,CREDIT,2024-01-04T22:00:00
TRX005792,124140,DEBIT,2024-01-31T06:11:00
TRX005793,124735,DEBIT,2024-01-06T12:28:00
TRX005794,126216,CREDIT,2024-01-31T13:41:00
TRX005795,126307,DEBIT,2024-01-03T07:19:00
TRX005796,131771,DEBIT,2024-01-17T03:27:00
TRX005797,115512,DEBIT,2024-01-19T01:42:00
TRX005798,130697,CREDIT,2024-01-12T01:31:00
TRX005799,100176,DEBIT,2024-01-10T05:25:00
TRX005800,117342,DEBIT,2024-01-28T04:50:00
TRX005801,110354,DEBIT,2024-01-09T10:32:00
TRX005802,108089,CREDIT,2024-01-31T19:15:00
TRX005803,105136,DEBIT,2024-01-26T12:22:00
TRX005804,132202,DEBIT,2024-01-20T19:50:00
TRX005805,130603,DEBIT,2024-01-18T18:39:00
TRX005806,131923,DEBIT,2024-01-05T10:44:00
TRX005807,117639,DEBIT,2024-01-21T19:28:00
TRX005808,116328,CREDIT,2024-01-19T06:17:00
TRX005809,100096,DEBIT,2024-01-12T05:33:00
TRX005810,125412,DEBIT,2024-01-20T03:50:00
TRX005811,127197,DEBIT,2024-01-08T23:52:00
TRX005812,128120,DEBIT,2024-01-14T12:18:00
TRX005813,125231,CREDIT,2024-01-15T13:29:00
TRX005814,126929,CREDIT,2024-01-17T01:55:00
TRX005815,102560,CREDIT,2024-01-02T15:59:00
TRX005816,107718,DEBIT,2024-01-04T11:50:00
TRX005817,106026,DEBIT,2024-01-23T00:44:00
TRX005818,117155,DEBIT,2024-01-13T15:52:00
TRX005819,121914,DEBIT,2024-01-06T07:11:00
TRX005820,110768,CREDIT,2024-01-12T03:53:00
TRX005821,127162,CREDIT,2024-01-21T02:21:00
TRX005822,107287,CREDIT,2024-01-25T15:42:00
TRX005823,109041,DEBIT,2024-01-06T04:38:00
TRX005824,130996,DEBIT,2024-01-31T19:52:00
TRX005825,112441,DEBIT,2024-01-22T23:16:00
TRX005826,122728,DEBIT,2024-01-24T09:53:00
TRX005827,108290,CREDIT,2024-01-07T18:44:00
TRX005828,120858,CREDIT,2024-01-31T13:49:00
TRX005829,126094,CREDIT,2024-01-27T21:51:00
TRX005830,126297,DEBIT,2024-01-23T11:23:00
TRX005831,114298,DEBIT,2024-01-30T07:36:00
TRX005832,115045,DEBIT,2024-01-06T10:36:00
TRX005833,132071,DEBIT,2024-01-10T11:57:00
TRX005834,105221,DEBIT,2024-01-28T03:10:00
TRX005835,127194,DEBIT,2024-01-24T22:35:00
TRX005836,115833,CREDIT,2024-01-23T05:49:00
TRX005837,103225,CREDIT,2024-01-24T04:23:00
TRX005838,103782,CREDIT,2024-01-17T22:03:00
TRX005839,104553,CREDIT,2024-01-23T19:11:00
TRX005840,103819,DEBIT,2024-01-09T10:21:00
TRX005841,110711,CREDIT,2024-01-31T02:03:00
TRX005842,130982,CREDIT,2024-01-19T22:10:00
TRX005843,120407,CREDIT,2024-01-03T18:18:00
TRX005844,127948,CREDIT,2024-01-02T04:56:00
TRX005845,105876,CREDIT,2024-01-02T12:04:00
TRX005846,118311,CREDIT,2024-01-11T22:49:00
TRX005847,107670,DEBIT,2024-01-26T07:10:00
TRX005848,117459,CREDIT,2024-01-02T16:37:00
TRX005849,106298,CREDIT,2024-01-29T06:34:00
TRX005850,119122,CREDIT,2024-01-05T06:19:00
TRX005851,116854,DEBIT,2024-01-05T20:08:00
TRX005852,123342,CREDIT,2024-01-04T11:16:00
TRX005853,105031,DEBIT,2024-01-26T03:18:00
TRX005854,105507,DEBIT,2024-01-10T21:18:00
TRX005855,107013,DEBIT,2024-01-06T04:28:00
TRX005856,107624,DEBIT,2024-01-16T11:09:00
TRX005857,119818,CREDIT,2024-01-07T04:13:00
TRX005858,111216,CREDIT,2024-01-15T10:16:00
TRX005859,103460,CREDIT,2024-01-21T11:48:00
TRX005860,119160,CREDIT,2024-01-14T17:25:00
TRX005861,127297,DEBIT,2024-01-07T14:38:00
TRX005862,109308,CREDIT,2024-01-21T16:50:00
TRX005863,131432,CREDIT,2024-01-24T18:57:00
TRX005864,105326,DEBIT,2024-01-07T02:56:00
TRX005865,102353,CREDIT,2024-01-14T05:22:00
TRX005866,110911,CREDIT,2024-01-03T14:38:00
TRX005867,104886,DEBIT,2024-01-09T12:30:00
TRX005868,132732,DEBIT,2024-01-18T09:17:00
TRX005869,104258,DEBIT,2024-01-21T02:30:00
TRX005870,103153,DEBIT,2024-01-11T03:13:00
TRX005871,128156,CREDIT,2024-01-01T10:18:00
TRX005872,102534,DEBIT,2024-01-01T05:52:00
TRX005873,105473,DEBIT,2024-01-09T14:58:00
TRX005874,116059,CREDIT,2024-01-31T10:37:00
TRX005875,111728,DEBIT,2024-01-18T15:34:00
TRX005876,126666,CREDIT,2024-01-12T18:37:00
TRX005877,127316,DEBIT,2024-01-07T21:23:00
TRX005878,101980,CREDIT,2024-01-06T10:13:00
TRX005879,110122,DEBIT,2024-01-30T11:43:00
TRX005880,126287,DEBIT,2024-01-06T17:58:00
TRX005881,116251,DEBIT,2024-01-25T17:12:00
TRX005882,113980,CREDIT,2024-01-06T11:59:00
TRX005883,119297,DEBIT,2024-01-02T08:39:00
TRX005884,113678,CREDIT,2024-01-10T15:59:00
TRX005885,125003,CREDIT,2024-01-19T20:02:00
TRX005886,106292,DEBIT,2024-01-03T00:41:00
TRX005887,118982,DEBIT,2024-01-13T00:15:00
TRX005888,112097,CREDIT,2024-01-27T23:01:00
TRX005889,101162,CREDIT,2024-01-31T12:04:00
TRX005890,105400,CREDIT,2024-01-18T07:49:00
TRX005891,113155,DEBIT,2024-01-26T01:08:00
TRX005892,126253,CREDIT,2024-01-24T07:40:00
TRX005893,109642,CREDIT,2024-01-15T12:48:00
TRX005894,107658,DEBIT,2024-01-01T02:30:00
TRX005895,102098,DEBIT,2024-01-21T22:48:00
TRX005896,100945,CREDIT,2024-01-28T12:08:00
TRX005897,127815,CREDIT,2024-01-21T23:10:00
TRX005898,124286,DEBIT,2024-01-30T19:19:00
TRX005899,132477,DEBIT,2024-01-12T05:30:00
TRX005900,116685,DEBIT,2024-01-28T04:21:00
TRX005901,108608,DEBIT,2024-01-22T12:12:00
TRX005902,122893,DEBIT,2024-01-27T02:24:00
TRX005903,129497,DEBIT,2024-01-26T00:42:00
TRX005904,104498,CREDIT,2024-01-03T16:27:00
TRX005905,105749,CREDIT,2024-01-27T08:23:00
TRX005906,122524,CREDIT,2024-01-27T07:07:00
TRX005907,116322,DEBIT,2024-01-30T13:02:00
TRX005908,115148,DEBIT,2024-01-23T22:24:00
TRX005909,107877,DEBIT,2024-01-25T23:48:00
TRX005910,125832,CREDIT,2024-01-09T06:55:00
TRX005911,131606,CREDIT,2024-01-30T21:02:00
TRX005912,130065,CREDIT,2024-01-27T00:57:00
TRX005913,129348,CREDIT,2024-01-13T17:33:00
TRX005914,112632,CREDIT,2024-01-06T06:15:00
TRX005915,122641,CREDIT,2024-01-02T21:02:00
TRX005916,121542,DEBIT,2024-01-25T15:38:00
TRX005917,106175,CREDIT,2024-01-05T12:20:00
TRX005918,106081,DEBIT,2024-01-07T17:13:00
TRX005919,108012,CREDIT,2024-01-07T14:45:00
TRX005920,103158,DEBIT,2024-01-06T06:01:00
TRX005921,112145,DEBIT,2024-01-02T22:49:00
TRX005922,109784,DEBIT,2024-01-30T01:46:00
TRX005923,100822,CREDIT,2024-01-22T22:10:00
TRX005924,124306,DEBIT,2024-01-29T23:01:00
TRX005925,115873,CREDIT,2024-01-16T08:32:00
TRX005926,123675,CREDIT,2024-01-16T15:28:00
TRX005927,119150,DEBIT,2024-01-23T11:01:00
TRX005928,113639,CREDIT,2024-01-26T06:10:00
TRX005929,121538,CREDIT,2024-01-29T18:18:00
TRX005930,102492,DEBIT,2024-01-14T03:13:00
TRX005931,102501,CREDIT,2024-01-18T11:23:00
TRX005932,115140,DEBIT,2024-01-20T07:41:00
TRX005933,110633,CREDIT,2024-01-17T17:00:00
TRX005934,130258,DEBIT,2024-01-07T11:50:00
TRX005935,126423,CREDIT,2024-01-18T05:25:00
TRX005936,100711,CREDIT,2024-01-13T09:01:00
TRX005937,103212,CREDIT,2024-01-07T09:14:00
TRX005938,117505,CREDIT,2024-01-27T04:32:00
TRX005939,111460,DEBIT,2024-01-01T14:54:00
TRX005940,132394,CREDIT,2024-01-24T08:09:00
TRX005941,116415,CREDIT,2024-01-01T18:40:00
TRX005942,113859,CREDIT,2024-01-29T18:31:00
TRX005943,106769,DEBIT,2024-01-14T11:20:00
TRX005944,123633,DEBIT,2024-01-02T12:21:00
TRX005945,109359,DEBIT,2024-01-16T05:18:00
TRX005946,116766,DEBIT,2024-01-09T01:53:00
TRX005947,115168,DEBIT,2024-01-31T10:55:00
TRX005948,103761,DEBIT,2024-01-20T20:22:00
TRX005949,118171,DEBIT,2024-01-23T20:37:00
TRX005950,108484,DEBIT,2024-01-28T15:28:00
TRX005951,113968,CREDIT,2024-01-03T00:48:00
TRX005952,104063,CREDIT,2024-01-07T16:16:00
TRX005953,113206,DEBIT,2024-01-11T11:44:00
TRX005954,119656,DEBIT,2024-01-29T16:09:00
TRX005955,123093,DEBIT,2024-01-26T08:36:00
TRX005956,110847,DEBIT,2024-01-04T01:00:00
TRX005957,109886,DEBIT,2024-01-25T17:52:00
TRX005958,101318,DEBIT,2024-01-30T08:04:00
TRX005959,122869,DEBIT,2024-01-04T17:09:00
TRX005960,121352,DEBIT,2024-01-15T10:50:00
TRX005961,130746,CREDIT,2024-01-28T21:42:00
TRX005962,124528,DEBIT,2024-01-27T14:48:00
TRX005963,131752,DEBIT,2024-01-29T13:01:00
TRX005964,125368,CREDIT,2024-01-29T19:26:00
TRX005965,124149,DEBIT,2024-01-11T01:39:00
TRX005966,132441,DEBIT,2024-01-18T05:29:00
TRX005967,115278,CREDIT,2024-01-26T01:57:00
TRX005968,113915,DEBIT,2024-01-19T02:03:00
TRX005969,125374,DEBIT,2024-01-21T16:50:00
TRX005970,124450,CREDIT,2024-01-03T02:36:00
TRX005971,102062,CREDIT,2024-01-03T16:48:00
TRX005972,101691,CREDIT,2024-01-11T01:49:00
TRX005973,110172,CREDIT,2024-01-12T15:02:00
TRX005974,128294,CREDIT,2024-01-13T14:21:00
TRX005975,112595,CREDIT,2024-01-02T15:44:00
TRX005976,100807,DEBIT,2024-01-13T13:14:00
TRX005977,121426,DEBIT,2024-01-27T05:38:00
TRX005978,118853,CREDIT,2024-01-03T02:55:00
TRX005979,112805,DEBIT,2024-01-08T23:57:00
TRX005980,130820,CREDIT,2024-01-02T21:46:00
TRX005981,118999,CREDIT,2024-01-05T19:04:00
TRX005982,124275,DEBIT,2024-01-07T12:35:00
TRX005983,122441,CREDIT,2024-01-21T12:23:00
TRX005984,104277,DEBIT,2024-01-16T05:02:00
TRX005985,100626,DEBIT,2024-01-19T02:04:00
TRX005986,121088,CREDIT,2024-01-12T03:24:00
TRX005987,100408,DEBIT,2024-01-15T17:13:00
TRX005988,131531,DEBIT,2024-01-27T22:51:00
TRX005989,107800,DEBIT,2024-01-01T16:13:00
TRX005990,122789,CREDIT,2024-01-03T20:26:00
TRX005991,130336,CREDIT,2024-01-29T16:31:00
TRX005992,101003,DEBIT,2024-01-24T06:19:00
TRX005993,107430,DEBIT,2024-01-09T09:26:00
TRX005994,129105,DEBIT,2024-01-03T19:08:00
TRX005995,102525,DEBIT,2024-01-06T11:17:00
TRX005996,127233,CREDIT,2024-01-06T07:08:00
TRX005997,116894,DEBIT,2024-01-16T21:57:00
TRX005998,111032,DEBIT,2024-01-30T17:39:00
TRX005999,103670,CREDIT,2024-01-06T20:17:00
TRX006000,100297,DEBIT,2024-01-03T02:36:00
TRX006001,104514,DEBIT,2024-01-14T21:40:00
TRX006002,124822,DEBIT,2024-01-04T09:31:00
TRX006003,120696,DEBIT,2024-01-08T21:18:00
TRX006004,125528,DEBIT,2024-01-15T15:07:00
TRX006005,131378,DEBIT,2024-01-25T22:48:00
TRX006006,107463,DEBIT,2024-01-29T09:57:00
TRX006007,106260,DEBIT,2024-01-18T15:46:00
TRX006008,119917,DEBIT,2024-01-12T20:25:00
TRX006009,102693,CREDIT,2024-01-30T02:55:00
TRX006010,102151,DEBIT,2024-01-18T17:11:00
TRX006011,126360,DEBIT,2024-01-27T19:56:00
TRX006012,124729,DEBIT,2024-01-18T10:07:00
TRX006013,118890,DEBIT,2024-01-16T10:58:00
TRX006014,105864,DEBIT,2024-01-09T22:50:00
TRX006015,130286,CREDIT,2024-01-17T03:54:00
TRX006016,125008,DEBIT,2024-01-08T06:12:00
TRX006017,106525,DEBIT,2024-01-14T12:30:00
TRX006018,123704,DEBIT,2024-01-18T19:05:00
TRX006019,111927,CREDIT,2024-01-10T15:17:00
TRX006020,116302,DEBIT,2024-01-24T13:55:00
TRX006021,112424,CREDIT,2024-01-08T12:55:00
TRX006022,113614,CREDIT,2024-01-18T04:50:00
TRX006023,104358,DEBIT,2024-01-20T16:07:00
TRX006024,126792,DEBIT,2024-01-17T12:10:00
TRX006025,104959,CREDIT,2024-01-14T21:05:00
TRX006026,111257,DEBIT,2024-01-11T19:29:00
TRX006027,121373,DEBIT,2024-01-18T20:37:00
TRX006028,115960,DEBIT,2024-01-29T19:54:00
TRX006029,108826,CREDIT,2024-01-24T20:10:00
TRX006030,120328,CREDIT,2024-01-16T07:05:00
TRX006031,110472,DEBIT,2024-01-11T22:38:00
TRX006032,113318,CREDIT,2024-01-28T01:37:00
TRX006033,107057,DEBIT,2024-01-17T09:36:00
TRX006034,123639,DEBIT,2024-01-01T01:25:00
TRX006035,129275,CREDIT,2024-01-31T19:38:00
TRX006036,125144,DEBIT,2024-01-14T20:44:00
TRX006037,110650,DEBIT,2024-01-14T14:51:00
TRX006038,127935,DEBIT,2024-01-20T04:35:00
TRX006039,121741,DEBIT,2024-01-26T20:38:00
TRX006040,107192,DEBIT,2024-01-05T23:49:00
TRX006041,124450,CREDIT,2024-01-03T19:27:00
TRX006042,106235,CREDIT,2024-01-11T08:47:00
TRX006043,128753,DEBIT,2024-01-13T16:08:00
TRX006044,121160,DEBIT,2024-01-28T03:28:00
TRX006045,114765,DEBIT,2024-01-08T00:19:00
TRX006046,111129,CREDIT,2024-01-04T13:26:00
TRX006047,112857,DEBIT,2024-01-16T22:58:00
TRX006048,120903,DEBIT,2024-01-13T01:01:00
TRX006049,100558,DEBIT,2024-01-10T08:50:00
TRX006050,127911,DEBIT,2024-01-10T08:34:00
TRX006051,100619,CREDIT,2024-01-25T03:56:00
TRX006052,108768,CREDIT,2024-01-23T05:10:00
TRX006053,113254,CREDIT,2024-01-25T22:53:00
TRX006054,104795,CREDIT,2024-01-03T08:12:00
TRX006055,117311,DEBIT,2024-01-16T08:29:00
TRX006056,108056,DEBIT,2024-01-10T20:18:00
TRX006057,114237,DEBIT,2024-01-22T17:07:00
TRX006058,122334,DEBIT,2024-01-13T06:43:00
TRX006059,125886,CREDIT,2024-01-03T02:15:00
TRX006060,102132,CREDIT,2024-01-03T07:08:00
TRX006061,106594,DEBIT,2024-01-08T15:21:00
TRX006062,123489,CREDIT,2024-01-08T15:47:00
TRX006063,100282,CREDIT,2024-01-05T06:18:00
TRX006064,107117,DEBIT,2024-01-28T23:17:00
TRX006065,104195,DEBIT,2024-01-26T03:14:00
TRX006066,116700,CREDIT,2024-01-07T17:34:00
TRX006067,117358,CREDIT,2024-01-14T03:26:00
TRX006068,102675,DEBIT,2024-01-24T07:31:00
TRX006069,129131,CREDIT,2024-01-29T23:47:00
TRX006070,109605,CREDIT,2024-01-23T23:27:00
TRX006071,105972,DEBIT,2024-01-25T14:28:00
TRX006072,118914,DEBIT,2024-01-17T00:59:00
TRX006073,129983,DEBIT,2024-01-17T17:50:00
TRX006074,128696,DEBIT,2024-01-12T13:04:00
TRX006075,120553,CREDIT,2024-01-02T20:34:00
TRX006076,105608,DEBIT,2024-01-28T00:05:00
TRX006077,122999,CREDIT,2024-01-04T05:39:00
TRX006078,106816,CREDIT,2024-01-25T19:41:00
TRX006079,122306,DEBIT,2024-01-13T11:01:00
TRX006080,111122,CREDIT,2024-01-21T00:14:00
TRX006081,120990,DEBIT,2024-01-16T15:59:00
TRX006082,124903,CREDIT,2024-01-25T02:13:00
TRX006083,102635,CREDIT,2024-01-25T22:39:00
TRX006084,102363,DEBIT,2024-01-28T17:07:00
TRX006085,119241,CREDIT,2024-01-16T05:52:00
TRX006086,101730,CREDIT,2024-01-12T08:36:00
TRX006087,121763,CREDIT,2024-01-05T02:05:00
TRX006088,116946,CREDIT,2024-01-09T12:15:00
TRX006089,129239,CREDIT,2024-01-06T22:10:00
TRX006090,106170,DEBIT,2024-01-18T19:10:00
TRX006091,114074,DEBIT,2024-01-05T11:06:00
TRX006092,111694,CREDIT,2024-01-19T12:35:00
TRX006093,103533,CREDIT,2024-01-12T13:03:00
TRX006094,123610,DEBIT,2024-01-05T08:41:00
TRX006095,114502,CREDIT,2024-01-15T22:43:00
TRX006096,100339,DEBIT,2024-01-18T12:16:00
TRX006097,102959,DEBIT,2024-01-01T12:41:00
TRX006098,123356,DEBIT,2024-01-23T18:10:00
TRX006099,102153,DEBIT,2024-01-15T05:25:00
TRX006100,108386,CREDIT,2024-01-04T17:53:00
TRX006101,123582,DEBIT,2024-01-05T18:51:00
TRX006102,110611,DEBIT,2024-01-10T09:01:00
TRX006103,115459,CREDIT,2024-01-18T06:56:00
TRX006104,112035,CREDIT,2024-01-05T22:34:00
TRX006105,131189,DEBIT,2024-01-10T03:14:00
TRX006106,125143,DEBIT,2024-01-04T16:15:00
TRX006107,129975,DEBIT,2024-01-19T01:56:00
TRX006108,111697,CREDIT,2024-01-24T18:03:00
TRX006109,113890,DEBIT,2024-01-09T02:13:00
TRX006110,132371,DEBIT,2024-01-08T06:28:00
TRX006111,123743,DEBIT,2024-01-07T19:01:00
TRX006112,113802,CREDIT,2024-01-13T18:58:00
TRX006113,110853,DEBIT,2024-01-05T16:54:00
TRX006114,129423,CREDIT,2024-01-24T08:27:00
TRX006115,116239,DEBIT,2024-01-29T06:53:00
TRX006116,105876,CREDIT,2024-01-16T22:35:00
TRX006117,126026,CREDIT,2024-01-12T01:12:00
TRX006118,116988,CREDIT,2024-01-28T19:54:00
TRX006119,114315,DEBIT,2024-01-05T13:48:00
TRX006120,126287,DEBIT,2024-01-13T22:50:00
TRX006121,114246,DEBIT,2024-01-25T03:12:00
TRX006122,128451,CREDIT,2024-01-14T03:14:00
TRX006123,111591,CREDIT,2024-01-26T08:35:00
TRX006124,120413,CREDIT,2024-01-23T16:46:00
TRX006125,112436,DEBIT,2024-01-31T07:59:00
TRX006126,130957,CREDIT,2024-01-07T11:27:00
TRX006127,107491,DEBIT,2024-01-10T13:48:00
TRX006128,110610,DEBIT,2024-01-06T17:39:00
TRX006129,113454,DEBIT,2024-01-21T03:06:00
TRX006130,120977,DEBIT,2024-01-31T19:52:00
TRX006131,128516,CREDIT,2024-01-11T10:48:00
TRX006132,109596,DEBIT,2024-01-14T00:33:00
TRX006133,115755,CREDIT,2024-01-11T22:56:00
TRX006134,130720,DEBIT,2024-01-16T03:09:00
TRX006135,119665,DEBIT,2024-01-07T02:23:00
TRX006136,108017,CREDIT,2024-01-09T09:22:00
TRX006137,110267,CREDIT,2024-01-12T18:21:00
TRX006138,107505,DEBIT,2024-01-16T11:34:00
TRX006139,114578,DEBIT,2024-01-13T13:44:00
TRX006140,122876,CREDIT,2024-01-27T07:30:00
TRX006141,109956,CREDIT,2024-01-06T22:14:00
TRX006142,103339,CREDIT,2024-01-15T14:03:00
TRX006143,126314,CREDIT,2024-01-30T14:09:00
TRX006144,113286,DEBIT,2024-01-22T15:50:00
TRX006145,114554,DEBIT,2024-01-08T19:03:00
TRX006146,114230,DEBIT,2024-01-12T19:28:00
TRX006147,101807,DEBIT,2024-01-11T04:42:00
TRX006148,110693,CREDIT,2024-01-06T21:41:00
TRX006149,115936,CREDIT,2024-01-28T19:52:00
TRX006150,104770,CREDIT,2024-01-09T18:05:00
TRX006151,102829,DEBIT,2024-01-04T00:33:00
TRX006152,107878,DEBIT,2024-01-12T08:34:00
TRX006153,102146,CREDIT,2024-01-15T17:30:00
TRX006154,114579,DEBIT,2024-01-08T14:10:00
TRX006155,106207,CREDIT,2024-01-27T02:04:00
TRX006156,119418,CREDIT,2024-01-30T21:18:00
TRX006157,100015,CREDIT,2024-01-06T20:51:00
TRX006158,130193,DEBIT,2024-01-13T15:57:00
TRX006159,110409,CREDIT,2024-01-25T10:01:00
TRX006160,121762,DEBIT,2024-01-23T13:14:00
TRX006161,116088,CREDIT,2024-01-07T17:00:00
TRX006162,110482,CREDIT,2024-01-28T21:06:00
TRX006163,105111,DEBIT,2024-01-02T16:29:00
TRX006164,121754,DEBIT,2024-01-29T14:55:00
TRX006165,114089,CREDIT,2024-01-06T11:50:00
TRX006166,111332,CREDIT,2024-01-11T05:14:00
TRX006167,132086,CREDIT,2024-01-01T11:48:00
TRX006168,127303,DEBIT,2024-01-31T18:48:00
TRX006169,118026,CREDIT,2024-01-11T05:27:00
TRX006170,111260,CREDIT,2024-01-30T20:46:00
TRX006171,125109,DEBIT,2024-01-15T01:01:00
TRX006172,105185,DEBIT,2024-01-23T09:21:00
TRX006173,120405,CREDIT,2024-01-20T10:05:00
TRX006174,106273,CREDIT,2024-01-13T05:57:00
TRX006175,117657,DEBIT,2024-01-25T12:25:00
TRX006176,125663,DEBIT,2024-01-14T00:57:00
TRX006177,114038,DEBIT,2024-01-18T17:01:00
TRX006178,108406,DEBIT,2024-01-09T10:28:00
TRX006179,112899,CREDIT,2024-01-25T08:54:00
TRX006180,123557,CREDIT,2024-01-19T07:22:00
TRX006181,123525,DEBIT,2024-01-25T02:29:00
TRX006182,124746,DEBIT,2024-01-04T20:51:00
TRX006183,106435,DEBIT,2024-01-28T21:32:00
TRX006184,130799,CREDIT,2024-01-17T04:00:00
TRX006185,128899,CREDIT,2024-01-25T23:12:00
TRX006186,111808,CREDIT,2024-01-19T20:44:00
TRX006187,113337,DEBIT,2024-01-13T07:27:00
TRX006188,115196,CREDIT,2024-01-31T10:26:00
TRX006189,117974,DEBIT,2024-01-14T20:37:00
TRX006190,113150,DEBIT,2024-01-19T14:55:00
TRX006191,100145,DEBIT,2024-01-02T07:54:00
TRX006192,116601,CREDIT,2024-01-26T16:47:00
TRX006193,127108,CREDIT,2024-01-26T05:04:00
TRX006194,116342,CREDIT,2024-01-27T00:26:00
TRX006195,132090,DEBIT,2024-01-04T16:54:00
TRX006196,110131,CREDIT,2024-01-28T17:28:00
TRX006197,113714,DEBIT,2024-01-17T03:32:00
TRX006198,132086,CREDIT,2024-01-27T22:06:00
TRX006199,111947,DEBIT,2024-01-11T01:59:00
